TEXT_REMARKS,ACTION_CATEGORY,PREDICTED_DEPARTMENT,CONFIDENCE_SCORE,CONFIDENCE_RANGE,MATCH_STATUS,IS_MATCH
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
meter ELT glow on without load at the time of testing so meter needs to be replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct,TRUE
Meter RTC Failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.97,100-90% Very High,Correct,TRUE
Meter RTC found fail Hence meter is defective and replacement required for the same,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.99,100-90% Very High,Correct,TRUE
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct,TRUE
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
Meter RTC Failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
meter calibration pulse blinking on IMAX on without load at the time of testing so meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.9,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.97,100-90% Very High,Correct,TRUE
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.97,100-90% Very High,Correct,TRUE
Earth LED found ON even on External Load KW hence meter is defective and replacement required for the same,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.95,100-90% Very High,Correct,TRUE
meter RTC failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
Earth LED found ON even on External Load KW hence meter is defective and replacement required for the same,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.95,100-90% Very High,Correct,TRUE
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.97,100-90% Very High,Correct,TRUE
meter RTC failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
METER PULSE ABNORMAL BLINKING SO METER REPLACEMENT REQUIRED AT SITE,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.35,100-90% Very High,Correct,TRUE
meter RTC fail so meter defective need replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.99,100-90% Very High,Correct,TRUE
Meter Instantaneous B Phase Voltage Found zero where V is supllied ro consuner also Burnt and Cracks found on BPhase CT hence meter is defective and replacement required for the same,Meter Replacement / Installation Team,Meter Replacement / Installation Team,75.84,90-75% High,Correct,TRUE
Meter Display showing RTC failedSo meter defective need to replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.93,100-90% Very High,Correct,TRUE
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct,TRUE
Meter RTC found fail Hence meter is defective and replacement required for the same,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.99,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
meter RTC failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
Meter Display Segment not Proper Showing So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.98,100-90% Very High,Correct,TRUE
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct,TRUE
Meter RTC found fail Hence meter is defective and replacement required for the same,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.99,100-90% Very High,Correct,TRUE
Current Parameter of Phase and Neutral is not matching also RTC found Fail therefore same is defective therefore same needs to be replace Contacted Person Naveen,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.84,100-90% Very High,Correct,TRUE
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.97,100-90% Very High,Correct,TRUE
Meter RTC Failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct,TRUE
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct,TRUE
Meter RTC Failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.97,100-90% Very High,Correct,TRUE
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.97,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
Meter RTC Failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
ABNORMAL PULSE BLINKING IN METER SO METER REPLACEMENT REQUIRED AT SITE,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.35,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
meter tested as per safety norms meter No display so meter defective meter need to replacment,Meter Replacement / Installation Team,Meter Replacement / Installation Team,97.75,100-90% Very High,Correct,TRUE
Current Parameter of Phase and Neutral is not matching therefore same is defective therefore same needs to be replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.67,100-90% Very High,Correct,TRUE
meter display figure upset not proper so meter defective need replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.97,100-90% Very High,Correct,TRUE
Meter RTC Failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
Meter RTC found fail Hence meter is defective and replacement required for the same,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.99,100-90% Very High,Correct,TRUE
meter calibration pulse abnormal blinking so meter defective meter need to replacment,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.91,100-90% Very High,Correct,TRUE
meter rtc failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct,TRUE
meter testes as per safety norms meter kwh reading not incriment so meter defective meter need replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.48,100-90% Very High,Correct,TRUE
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.97,100-90% Very High,Correct,TRUE
Meter RTC Failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
Meter RTC Failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.97,100-90% Very High,Correct,TRUE
meter RTC fail so meter defective need replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.99,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
Meter ELT on at same current so meter defective need to replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.99,100-90% Very High,Correct,TRUE
Meter display segments are not properly visible so meter is defective and need replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct,TRUE
Meter RTC Failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
meter rtc failed at the time of testing so meter need to be change,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.93,100-90% Very High,Correct,TRUE
Meter RTC Failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
meter RTC failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
meter RTC failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
meter RTC failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.97,100-90% Very High,Correct,TRUE
Meter RTC Failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.97,100-90% Very High,Correct,TRUE
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.97,100-90% Very High,Correct,TRUE
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.97,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
meter rtc failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
meter RTC failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct,TRUE
Meter RTC Failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct,TRUE
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.97,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
Meter Calibration Pulse are blinking abnormal at the time of testingSo meter is defective and need replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.93,100-90% Very High,Correct,TRUE
Meter display segment found defective so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.97,100-90% Very High,Correct,TRUE
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct,TRUE
METER PULSE ABNORMAL BLINKING AT A TIME OF TESTING SO METER REPLACEMENT REQUIRED AT SITE,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.35,100-90% Very High,Correct,TRUE
meter RTC fail at the time of testing so meter needs to be replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.97,100-90% Very High,Correct,TRUE
ABNORMAL PULSE BLINKING IN METER SO METER REPLACEMENT REQUIRED AT SITE,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.35,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of testing so meter needs to be replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.97,100-90% Very High,Correct,TRUE
RTC CORRUPT SO METER REPLACEMENT REQUIRED AT SITE,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.44,100-90% Very High,Correct,TRUE
Meter display segment defective at the time of testing so meter need replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,100,100-90% Very High,Correct,TRUE
Meter display segments are not properly visible so meter is defective and need replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct,TRUE
meter rtc failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
meter rtc failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
meter rtc failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.97,100-90% Very High,Correct,TRUE
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.97,100-90% Very High,Correct,TRUE
meter rtc failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.97,100-90% Very High,Correct,TRUE
Meter RTC Failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
meter Rtc failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
Meter Display showing Low Voltage mismatched with reference hence meter is defective and replacement required for the same Meter is of Class,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.53,100-90% Very High,Correct,TRUE
Meter RTC Failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
Meter display segment defective at the time of testing so meter could not be test,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.91,100-90% Very High,Correct,TRUE
meter Rtc failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
Meter RTC Failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
meter display found blank so meter defective need replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.85,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.97,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
Meter display segments are not properly visible so meter is defective and need replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct,TRUE
RTC CORRUPT SO METER REPLACEMENT REQUIRED AT SITE,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.44,100-90% Very High,Correct,TRUE
Meter RTC Failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.97,100-90% Very High,Correct,TRUE
Meter display Segment is found defective so Meter is Defective needs to be replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.94,100-90% Very High,Correct,TRUE
meter display sagment defective so Meter defective meter need to replacment,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.95,100-90% Very High,Correct,TRUE
meter rtc failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
meter rtc failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
meter rtc failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct,TRUE
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct,TRUE
Meter pulse Abnormal blinking So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,91.58,100-90% Very High,Correct,TRUE
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct,TRUE
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct,TRUE
RTC is corrupt hence Meter replacement is required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,97.11,100-90% Very High,Correct,TRUE
Meter Reading Reverse Jump So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.88,100-90% Very High,Correct,TRUE
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.97,100-90% Very High,Correct,TRUE
meter display found blankand ic terminal found burnt so meter defective need replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.86,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replacepaper seal pasted on meter box,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.63,100-90% Very High,Correct,TRUE
meter display figure upsetnot proper so meter defective need replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.88,100-90% Very High,Correct,TRUE
meter rtc failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
meter rtc failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
Meter RTC Failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
Meter Display Segment not Proper Showing So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.98,100-90% Very High,Correct,TRUE
Meter RTC found fail Hence meter is defective and replacement required for the same,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.99,100-90% Very High,Correct,TRUE
Meter RTC Failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
meter RTC failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
meter RTC failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
Earth LED found ON even on External Load KW hence meter is defective and replacement required for the same,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.95,100-90% Very High,Correct,TRUE
Meter RTC Failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
meter display segment is defective at the time of testing so meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.99,100-90% Very High,Correct,TRUE
Meter CAL Phase REV EL LED found Burnt hence meter is defective and replacement required for the same under defective category,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct,TRUE
Current Parameter of Phase and Neutral is not matching therefore same is defective therefore same needs to be replace Contacted Person Kartik,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.66,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.97,100-90% Very High,Correct,TRUE
Meter RTC Failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
meter rtc failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct,TRUE
Meter calibration pulse is blinking abnormal at the time of testing So Meter is Defective need to be Replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.88,100-90% Very High,Correct,TRUE
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.97,100-90% Very High,Correct,TRUE
Meter RTC failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
Meter RTC Failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
meter rtc failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
meter RTC failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
meter display not clear visible and meter pulse blinking without load so meter defective need replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.85,100-90% Very High,Correct,TRUE
meter RTC fail at the time of testing so meter needs to be replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.97,100-90% Very High,Correct,TRUE
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing Meter Already Tested,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.85,100-90% Very High,Correct,TRUE
Meter RTC found fail Hence meter is defective and replacement required for the same,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.99,100-90% Very High,Correct,TRUE
Meter EL REV and Phase LED found burnt hence meter is defective and replacement required for the same,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.92,100-90% Very High,Correct,TRUE
meter calibration pulse abnormal blinking at the time of testing so meter deffective need to be replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.85,100-90% Very High,Correct,TRUE
